C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_15_382.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_15_382.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_15_382.jpg, 0, 0, 0, 7.869781E-05
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_15_526.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_15_526.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_15_526.jpg, 0, 0, 0, 8.189568E-05
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_15_669.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_15_669.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_15_669.jpg, 0, 0, 0, 7.825605E-05
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_15_802.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_15_802.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_15_802.jpg, 0, 0, 0, 7.784897E-05
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_15_937.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_15_937.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_15_937.jpg, 0, 0, 0, 7.978624E-05
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_16_083.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_16_083.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_16_083.jpg, 0, 0, 0, 7.799762E-05
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_16_213.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_16_213.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_16_213.jpg, 0, 0, 0, 7.988151E-05
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_16_340.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_16_340.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_16_340.jpg, 0, 0, 0, 7.94822E-05
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_16_570.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_16_570.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_16_570.jpg, 0, 0, 0, 7.775975E-05
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_16_714.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_16_714.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_16_714.jpg, 0, 0, 0, 7.862136E-05
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_17_021.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_17_021.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_17_021.jpg, 0, 0, 0, 7.818557E-05
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_17_547.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_17_547.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_17_547.jpg, -1, 1, 0, 3.595821
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_17_823.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_17_823.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_17_823.jpg, -0.1616194, 0.1616194, 0, 4.018862
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_17_971.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_17_971.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_17_971.jpg, 0, 0, 0, 3.958189
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_18_123.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_18_123.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_18_123.jpg, 0, 0, 0, 3.894839
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_18_253.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_18_253.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_18_253.jpg, 0, 0, 0, 3.847992
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_18_495.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_18_495.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_18_495.jpg, -0.713801, 0.713801, 0, 5.613643
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_18_633.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_18_633.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_18_633.jpg, -0.293242, 1, 0, 7.204137
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_18_893.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_18_893.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_18_893.jpg, 0, 0.2268285, 0, 7.757497
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_19_052.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_19_052.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_19_052.jpg, 0, 0, 0, 7.648242
C:\Users\Win 10\Desktop\benign\IMG\center_2019_07_22_20_38_19_195.jpg, C:\Users\Win 10\Desktop\benign\IMG\left_2019_07_22_20_38_19_195.jpg, C:\Users\Win 10\Desktop\benign\IMG\right_2019_07_22_20_38_19_195.jpg, 0, 0, 0, 7.540911
